product_id,תאור,סעיף,"סה""כ",101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,121,122,123,124,127,128,129,131,132,134,136,138,141,144,146,148,150,151,152,153,154,155,156
,,,,יפו,חיפה,בילו,ראשון לציון,באר שבע,ירקון,קריות,רעננה,אשדוד,תל אביב,חולון,ירושלים,חדרה,סגולה,נתניה,נס ציונה,עין המפרץ,כפר סבא,רמת גן,טבריה,מודיעין,אשקלון,אור יהודה,עפולה,ירושלים מערב,קריית שמונה,פרדס חנה,יריד גיימינג,נתיבות,"ב""ש גראנד קניון",עודפים אשדוד,עודפים עכו,נצרת עלית,בית שמש,מח קסטינה,מח כרמיאל,"מח גרנד ב""ש דוכן",מח נתניה גנדן,מח עפולה מרחביה,מח אילת,מח צ'ק פוסט חיפה
209589,קומקום  גולד ליין 009 קרם,מלאי,160,3,2,13,4,2,3,3,3,3,3,12,8,4,8,5,10,8,3,1,5,6,4,2,10,-1,4,7,,-2,,,,8,,4,1,,6,2,,6
209738,כיריים ג.ליין ATL104 נירו,מלאי,126,4,4,4,-1,3,3,5,4,2,4,8,,2,5,3,14,3,3,10,6,3,5,3,2,,4,1,,3,,,,3,,6,4,,1,4,,1
209781,פלטת שבת ATL400 ענק G.L,מלאי,182,4,3,2,3,4,4,6,8,2,5,8,15,1,8,5,6,7,3,6,6,1,5,11,,27,4,3,,2,,,,6,2,6,1,,4,1,,3
210565,ט.אובן ג.ליין 1812שחור39ל,מלאי,82,3,3,3,6,5,5,1,2,3,4,3,2,2,2,,3,1,4,1,,1,3,3,1,3,1,2,,2,,,,2,2,2,3,,,1,,3
212338,ט.אובן 42ל'+גריל 1812G ג.ליין,מלאי,116,5,4,2,3,6,6,1,5,4,2,3,3,6,4,4,2,2,2,3,3,,1,3,5,2,4,5,,,,,,3,3,3,6,,4,2,,5
213318,ט.אובן ג.ל 1810B פרסט קלאס 34ל,מלאי,179,6,6,3,12,26,1,1,3,4,3,8,-1,5,4,3,4,4,6,8,1,3,4,4,3,1,5,2,,16,,,,3,4,7,3,,5,5,,7
214518,מעבד מזון ג.ליין ATL604 מפואר,מלאי,46,,3,1,2,2,1,2,,1,2,1,3,1,1,2,1,1,2,3,,,1,1,1,1,1,5,,1,,,,,1,,3,,,,,2
215029,נפה חשמלית ג.ליין ATL88990 ,מלאי,92,5,2,2,2,3,4,1,1,1,2,3,2,2,3,4,3,3,2,1,,6,2,11,3,2,3,4,,2,,,,3,3,1,3,,,2,,1
216087,ט.אובן ג.ליין 6655 '55ל,מלאי,117,4,3,3,3,3,,4,3,5,4,1,2,2,3,2,4,3,3,3,3,4,2,4,3,8,5,5,,1,,,,6,3,3,6,,3,3,,3
216089,ט.לחיצה ג.ליין 268 נירוסטה,מלאי,102,4,1,2,1,2,7,,5,1,4,4,3,3,2,5,,4,6,7,-1,4,2,2,2,,,4,,,,,,3,3,4,6,,3,4,1,4
226447,מיקרוגל ג.ל D90 נירוסטה+ גריל 25'ל,מלאי,77,4,1,2,4,2,3,3,4,1,2,,-1,2,4,2,3,1,4,4,2,3,4,2,2,2,2,1,,2,,,,1,1,4,2,,1,2,,1
227772,מקל בלנדר גולד ליין 005 שחור,מלאי,104,2,1,1,4,2,4,3,1,1,1,3,1,3,5,2,6,2,1,4,4,1,2,4,6,1,5,6,,,,,,6,5,4,7,,2,2,,2
230699,טוסטר קופץ גולד ליין - 4פרוסות ATL-028 ,מלאי,111,4,4,4,6,4,3,2,4,3,4,4,5,3,3,2,4,2,5,5,3,1,4,3,1,1,5,4,,3,,,,2,4,2,3,,,2,,2
231153,בלנדר שייק אלקטרוני חכם גולד ליין ATL-370,מלאי,126,3,3,6,4,7,8,7,1,1,3,3,7,2,5,3,4,3,1,4,3,2,5,5,2,3,6,3,,2,,,,1,3,2,4,,4,3,,3
231158,מיקסר יד מעוצב גולד ליין ATL-220,מלאי,151,7,6,6,6,4,2,3,3,6,6,2,7,6,4,6,7,7,5,7,6,1,5,5,6,5,5,7,,,,,,1,2,4,4,,,,,
202020,קומקום קי'צן שף 5210,מלאי,248,2,15,7,6,11,4,9,,12,33,2,12,1,6,7,2,20,16,16,10,6,7,3,1,1,13,7,,1,,,,,9,,3,,4,,,2
213025,מטחנת קפה מורפי 47671 ,מלאי,197,3,7,6,9,16,2,4,12,3,1,8,4,5,8,5,4,14,11,4,2,7,5,8,1,6,6,6,,,,,,5,2,6,4,,1,5,,7
226800,מצנם מורפי 2 פרוסות 44057,מלאי,186,3,12,12,4,3,6,10,5,8,5,6,2,11,12,7,3,4,4,7,11,6,3,9,1,,8,2,,2,,,,4,3,2,5,,2,3,,1
230971,טוסטר לחיצה מורפי 44784,מלאי,145,3,7,7,4,1,5,4,3,7,4,6,5,5,1,1,7,2,9,1,3,5,5,5,2,7,5,3,,,,,,3,1,6,6,,3,4,,5
231571,מיקרוגל מורפי 20 ליטר 44551,מלאי,183,,5,8,3,4,4,6,2,2,8,4,24,1,6,3,6,21,3,5,3,4,4,5,3,7,7,3,,,,,,3,3,3,9,,5,2,,7
231560,מיקסר DSX5045 DAEWOO כסוף,מלאי,90,4,3,,,1,1,3,3,3,5,2,,5,,3,1,3,3,,,6,3,3,6,,7,2,,2,,,,7,1,,4,,2,1,,6
200482,ט.אובן המילטון 20'ל 109,מלאי,116,4,3,6,5,2,2,2,9,2,1,3,2,4,2,5,3,2,2,3,,5,3,2,2,3,3,2,,6,,,,5,4,3,5,,4,5,,2
200487,ט.אובן 25'ל המילטון 117,מלאי,22,2,,,,,1,,1,,,2,,,,1,,1,1,,1,1,1,,1,,,,,2,,,,1,1,2,,,,3,,
200689,נפה חשמלית המילטון 226,מלאי,121,3,3,1,3,2,4,3,1,1,4,6,3,2,,4,2,2,3,6,1,4,3,4,4,7,2,4,,1,,,,4,3,4,5,,3,2,,17
200692,מ.קפה המילטון 260 נירוס',מלאי,63,1,3,2,,5,5,5,1,,1,,,,,5,,3,1,5,3,,,2,4,,,-1,,1,,,,,,5,2,,,3,,7
226791,טוסטר אובן המילטון 113- 12 ליטר,מלאי,145,3,4,7,2,7,,5,3,7,1,7,2,1,3,2,9,4,4,3,3,3,3,3,4,3,4,6,,8,,,,1,4,3,3,,10,4,,9
209522,מיקסר KMIX 84 פסים גוון אדום,מלאי,71,1,5,2,2,2,1,4,,2,3,3,3,4,1,2,,2,,2,7,,,,4,3,,3,,2,,,,2,1,,2,,3,2,,3
225613,קומקום גרונדיג WK5040,מלאי,53,1,2,2,1,2,1,1,1,5,2,2,4,1,,1,,5,6,,,3,,1,1,1,,,,5,,,,1,1,,2,,,,,1
231569,קוצץ מזון ראסל הובס 20320-56,מלאי,175,1,6,7,1,5,4,11,,3,7,3,6,4,5,2,3,10,7,9,8,5,6,10,5,4,5,5,,,,,,1,4,4,6,,8,4,2,4
229115,שייקר נוטרי נינג'ה QB3001,מלאי,136,2,6,7,6,3,6,5,4,4,2,,5,4,5,4,4,4,2,3,5,5,3,4,3,4,3,4,,,,,,6,3,2,6,,1,4,5,2
229117,שייקר בלנדר נוטרי נינג'ה BL642,מלאי,134,3,4,6,5,10,4,4,2,7,1,2,6,6,3,3,2,8,5,2,3,4,2,3,4,4,1,1,,1,,,,2,4,4,3,,2,6,2,5
229048      ,מכונת נספרסו D112-IL-WH לבן CITIZ,מלאי,69,2,2,2,4,2,4,5,2,2,3,2,3,1,1,1,1,2,2,1,2,,2,2,2,3,,2,,3,,,,,3,,,,2,1,4,1
